Ngày,Thứ,Nguyên liệu,Số lượng bán (kg),Thời tiết,Ngày lễ
2023-01-05,Thursday,Cua thịt,53.0,Mưa,Không
2023-01-05,Thursday,Sườn heo,196.0,Nắng,Không
2023-01-05,Thursday,Sườn bò,102.0,Nắng,Không
2023-01-05,Thursday,Thăn bò,120.0,Nắng,Không
2023-01-05,Thursday,Thịt bò bắp,91.0,Mưa,Không
2023-01-05,Thursday,Thịt bò gân,70.0,Mưa,Không
2023-01-05,Thursday,Thịt bò phi lê,163.0,Nắng,Không
2023-01-05,Thursday,Thịt bò xay,110.0,Nắng,Không
2023-01-05,Thursday,Thịt bò nạc,33.0,Mưa,Không
2023-01-05,Thursday,Thịt bò ba chỉ,63.0,Nắng,Không
2023-01-05,Thursday,Thịt bò thăn nội,72.0,Mưa,Không
2023-01-06,Friday,Rau muống,15.0,Mưa,Không
2023-01-06,Friday,Rau mồng tơi,67.0,Mưa,Không
2023-01-06,Friday,Rau nhút,23.0,Nắng,Không
2023-01-06,Friday,Rau răm,45.0,Mưa,Không
2023-01-06,Friday,Dưa leo,16.0,Mưa,Không
2023-01-06,Friday,Cà chua bi,173.0,Nắng,Không
2023-01-06,Friday,Cà chua,178.0,Nắng,Không
2023-01-06,Friday,Khoai tây,50.0,Mưa,Không
2023-01-06,Friday,Khoai lang,55.0,Nắng,Không
2023-01-06,Friday,Khoai mì,169.0,Nắng,Không
2023-01-06,Friday,Thịt heo,132.0,Nắng,Không
2023-01-06,Friday,Thịt bò,197.0,Nắng,Không
2023-01-06,Friday,Thịt lợn,43.0,Nắng,Không
2023-01-06,Friday,Thịt gà,193.0,Nắng,Không
2023-01-06,Friday,Thịt cừu,31.0,Nắng,Không
2023-01-06,Friday,Cá basa,47.0,Nắng,Không
2023-01-06,Friday,Cá hồi,59.0,Nắng,Không
2023-01-06,Friday,Cá thu,136.0,Nắng,Không
2023-01-06,Friday,Cá ngừ,19.0,Mưa,Không
2023-01-06,Friday,Cá lóc,22.0,Mưa,Không
2023-01-06,Friday,Tôm sú,14.0,Nắng,Không
2023-01-06,Friday,Tôm hùm,59.0,Mưa,Không
2023-01-06,Friday,Mực ống,55.0,Mưa,Không
2023-01-06,Friday,Mực nang,32.0,Nắng,Không
2023-01-06,Friday,Cua đồng,66.0,Mưa,Không
2023-01-06,Friday,Cua biển,30.0,Nắng,Không
2023-01-06,Friday,Sườn cốt lết,183.0,Nắng,Không
2023-01-06,Friday,Sườn non,60.0,Mưa,Không
2023-01-06,Friday,Thăn heo,145.0,Nắng,Không
2023-01-06,Friday,Thịt ba chỉ,36.0,Mưa,Không
2023-01-06,Friday,Rau cải,55.0,Mưa,Không
2023-01-06,Friday,Rau ngót,16.0,Mưa,Không
2023-01-06,Friday,Rau đay,99.0,Mưa,Không
2023-01-06,Friday,Rau dền,153.0,Nắng,Không
2023-01-06,Friday,Rau má,112.0,Nắng,Không
2023-01-06,Friday,Rau thơm,165.0,Nắng,Không
2023-01-06,Friday,Rau húng,91.0,Mưa,Không
2023-01-06,Friday,Rau quế,137.0,Nắng,Không
2023-01-06,Friday,Rau mùi,72.0,Mưa,Không
2023-01-06,Friday,Rau tía tô,155.0,Nắng,Không
2023-01-06,Friday,Cà rốt,70.0,Mưa,Không
2023-01-06,Friday,Củ cải trắng,88.0,Nắng,Không
2023-01-06,Friday,Củ cải đỏ,158.0,Nắng,Không
2023-01-06,Friday,Bí đỏ,54.0,Mưa,Không
2023-01-06,Friday,Bí xanh,8.0,Mưa,Không
2023-01-06,Friday,Bí đao,64.0,Mưa,Không
2023-01-06,Friday,Bí ngô,79.0,Mưa,Không
2023-01-06,Friday,Bí phấn,1.0,Mưa,Không
2023-01-06,Friday,Bí đao,25.0,Nắng,Không
2023-01-06,Friday,Bí ngô,178.0,Nắng,Không
2023-01-06,Friday,Thịt vịt,181.0,Nắng,Không
2023-01-06,Friday,Thịt ngan,5.0,Mưa,Không
2023-01-06,Friday,Thịt ngỗng,18.0,Mưa,Không
2023-01-06,Friday,Thịt chim,154.0,Nắng,Không
2023-01-06,Friday,Thịt thỏ,44.0,Nắng,Không
2023-01-06,Friday,Thịt nai,43.0,Mưa,Không
2023-01-06,Friday,Thịt đà điểu,45.0,Mưa,Không
2023-01-06,Friday,Thịt trâu,9.0,Nắng,Không
2023-01-06,Friday,Thịt dê,76.0,Mưa,Không
2023-01-06,Friday,Thịt heo rừng,63.0,Nắng,Không
2023-01-06,Friday,Cá chép,17.0,Mưa,Không
2023-01-06,Friday,Cá rô phi,193.0,Nắng,Không
2023-01-06,Friday,Cá trê,97.0,Mưa,Không
2023-01-06,Friday,Cá bống,66.0,Mưa,Không
2023-01-06,Friday,Cá cơm,101.0,Nắng,Không
2023-01-06,Friday,Cá kèo,82.0,Nắng,Không
2023-01-06,Friday,Cá linh,5.0,Mưa,Không
2023-01-06,Friday,Cá lăng,65.0,Mưa,Không
2023-01-06,Friday,Cá mè,57.0,Mưa,Không
2023-01-06,Friday,Cá trắm,59.0,Nắng,Không
2023-01-06,Friday,Tôm càng xanh,31.0,Mưa,Không
2023-01-06,Friday,Tôm đất,98.0,Nắng,Không
2023-01-06,Friday,Tôm thẻ,94.0,Mưa,Không
2023-01-06,Friday,Tôm bạc,91.0,Mưa,Không
2023-01-06,Friday,Mực lá,5.0,Mưa,Không
2023-01-06,Friday,Mực trứng,86.0,Nắng,Không
2023-01-06,Friday,Mực cơm,124.0,Nắng,Không
2023-01-06,Friday,Mực sữa,94.0,Mưa,Không
2023-01-06,Friday,Cua gạch,143.0,Nắng,Không
2023-01-06,Friday,Cua thịt,78.0,Nắng,Không
2023-01-06,Friday,Sườn heo,194.0,Nắng,Không
2023-01-06,Friday,Sườn bò,55.0,Mưa,Không
2023-01-06,Friday,Thăn bò,69.0,Nắng,Không
2023-01-06,Friday,Thịt bò bắp,96.0,Mưa,Không
2023-01-06,Friday,Thịt bò gân,26.0,Nắng,Không
2023-01-06,Friday,Thịt bò phi lê,19.0,Mưa,Không
2023-01-06,Friday,Thịt bò xay,95.0,Mưa,Không
2023-01-06,Friday,Thịt bò nạc,69.0,Mưa,Không
2023-01-06,Friday,Thịt bò ba chỉ,25.0,Nắng,Không
2023-01-06,Friday,Thịt bò thăn nội,84.0,Nắng,Không
2023-01-07,Saturday,Rau muống,73.0,Mưa,Không
2023-01-07,Saturday,Rau mồng tơi,149.0,Nắng,Không
2023-01-07,Saturday,Rau nhút,55.0,Nắng,Không
2023-01-07,Saturday,Rau răm,19.0,Mưa,Không
2023-01-07,Saturday,Dưa leo,12.0,Nắng,Không
2023-01-07,Saturday,Cà chua bi,62.0,Mưa,Không
2023-01-07,Saturday,Cà chua,84.0,Nắng,Không
2023-01-07,Saturday,Khoai tây,69.0,Mưa,Không
2023-01-07,Saturday,Khoai lang,142.0,Nắng,Không
2023-01-07,Saturday,Khoai mì,15.0,Mưa,Không
2023-01-07,Saturday,Thịt heo,68.0,Nắng,Không
2023-01-07,Saturday,Thịt bò,194.0,Mưa,Không
2023-01-07,Saturday,Thịt lợn,80.0,Nắng,Không
2023-01-07,Saturday,Thịt gà,6.0,Mưa,Không
2023-01-07,Saturday,Thịt cừu,98.0,Mưa,Không
2023-01-07,Saturday,Cá basa,113.0,Nắng,Không
2023-01-07,Saturday,Cá hồi,60.0,Mưa,Không
2023-01-07,Saturday,Cá thu,69.0,Nắng,Không
2023-01-07,Saturday,Cá ngừ,150.0,Nắng,Không
2023-01-07,Saturday,Cá lóc,58.0,Mưa,Không
2023-01-07,Saturday,Tôm sú,40.0,Mưa,Không
2023-01-07,Saturday,Tôm hùm,77.0,Mưa,Không
2023-01-07,Saturday,Mực ống,21.0,Mưa,Không
2023-01-07,Saturday,Mực nang,130.0,Nắng,Không
2023-01-07,Saturday,Cua đồng,76.0,Mưa,Không
2023-01-07,Saturday,Cua biển,88.0,Mưa,Không
2023-01-07,Saturday,Sườn cốt lết,96.0,Mưa,Không
2023-01-07,Saturday,Sườn non,29.0,Nắng,Không
2023-01-07,Saturday,Thăn heo,76.0,Mưa,Không
2023-01-07,Saturday,Thịt ba chỉ,43.0,Mưa,Không
2023-01-07,Saturday,Rau cải,95.0,Nắng,Không
2023-01-07,Saturday,Rau ngót,187.0,Nắng,Không
2023-01-07,Saturday,Rau đay,24.0,Nắng,Không
2023-01-07,Saturday,Rau dền,43.0,Nắng,Không
2023-01-07,Saturday,Rau má,31.0,Nắng,Không
2023-01-07,Saturday,Rau thơm,193.0,Nắng,Không
2023-01-07,Saturday,Rau húng,199.0,Nắng,Không
2023-01-07,Saturday,Rau quế,115.0,Nắng,Không
2023-01-07,Saturday,Rau mùi,193.0,Nắng,Không
2023-01-07,Saturday,Rau tía tô,95.0,Nắng,Không
2023-01-07,Saturday,Cà rốt,10.0,Mưa,Không
2023-01-07,Saturday,Củ cải trắng,149.0,Nắng,Không
2023-01-07,Saturday,Củ cải đỏ,20.0,Mưa,Không
2023-01-07,Saturday,Bí đỏ,27.0,Mưa,Không
2023-01-07,Saturday,Bí xanh,5.0,Mưa,Không
2023-01-07,Saturday,Bí đao,19.0,Mưa,Không
2023-01-07,Saturday,Bí ngô,86.0,Mưa,Không
2023-01-07,Saturday,Bí phấn,56.0,Mưa,Không
2023-01-07,Saturday,Bí đao,42.0,Mưa,Không
2023-01-07,Saturday,Bí ngô,21.0,Mưa,Không
2023-01-07,Saturday,Thịt vịt,22.0,Nắng,Không
2023-01-07,Saturday,Thịt ngan,11.0,Nắng,Không
2023-01-07,Saturday,Thịt ngỗng,62.0,Mưa,Không
2023-01-07,Saturday,Thịt chim,77.0,Mưa,Không
2023-01-07,Saturday,Thịt thỏ,12.0,Mưa,Không
2023-01-07,Saturday,Thịt nai,80.0,Nắng,Không
2023-01-07,Saturday,Thịt đà điểu,64.0,Mưa,Không
2023-01-07,Saturday,Thịt trâu,154.0,Nắng,Không
2023-01-07,Saturday,Thịt dê,8.0,Mưa,Không
2023-01-07,Saturday,Thịt heo rừng,35.0,Mưa,Không
2023-01-07,Saturday,Cá chép,131.0,Nắng,Không
2023-01-07,Saturday,Cá rô phi,37.0,Nắng,Không
2023-01-07,Saturday,Cá trê,14.0,Mưa,Không
2023-01-07,Saturday,Cá bống,85.0,Nắng,Không
2023-01-07,Saturday,Cá cơm,162.0,Nắng,Không
2023-01-07,Saturday,Cá kèo,10.0,Nắng,Không
2023-01-07,Saturday,Cá linh,108.0,Nắng,Không
2023-01-07,Saturday,Cá lăng,33.0,Mưa,Không
2023-01-07,Saturday,Cá mè,1.0,Mưa,Không
2023-01-07,Saturday,Cá trắm,2.0,Mưa,Không
2023-01-07,Saturday,Tôm càng xanh,39.0,Mưa,Không
2023-01-07,Saturday,Tôm đất,52.0,Mưa,Không
2023-01-07,Saturday,Tôm thẻ,120.0,Nắng,Không
2023-01-07,Saturday,Tôm bạc,10.0,Mưa,Không
2023-01-07,Saturday,Mực lá,46.0,Mưa,Không
2023-01-07,Saturday,Mực trứng,32.0,Mưa,Không
2023-01-07,Saturday,Mực cơm,53.0,Mưa,Không
2023-01-07,Saturday,Mực sữa,34.0,Mưa,Không
2023-01-07,Saturday,Cua gạch,89.0,Mưa,Không
2023-01-07,Saturday,Cua thịt,85.0,Nắng,Không
2023-01-07,Saturday,Sườn heo,52.0,Mưa,Không
2023-01-07,Saturday,Sườn bò,4.0,Mưa,Không
2023-01-07,Saturday,Thăn bò,2.0,Mưa,Không
2023-01-07,Saturday,Thịt bò bắp,49.0,Mưa,Không
2023-01-07,Saturday,Thịt bò gân,156.0,Nắng,Không
2023-01-07,Saturday,Thịt bò phi lê,6.0,Nắng,Không
2023-01-07,Saturday,Thịt bò xay,95.0,Nắng,Không
2023-01-07,Saturday,Thịt bò nạc,131.0,Nắng,Không
2023-01-07,Saturday,Thịt bò ba chỉ,23.0,Mưa,Không
2023-01-07,Saturday,Thịt bò thăn nội,47.0,Nắng,Không
2023-01-08,Sunday,Rau muống,81.0,Nắng,Không
2023-01-08,Sunday,Rau mồng tơi,158.0,Nắng,Không
2023-01-08,Sunday,Rau nhút,13.0,Mưa,Không
2023-01-08,Sunday,Rau răm,126.0,Nắng,Không
2023-01-08,Sunday,Dưa leo,54.0,Mưa,Không
2023-01-08,Sunday,Cà chua bi,4.0,Nắng,Không
2023-01-08,Sunday,Cà chua,183.0,Nắng,Không
2023-01-08,Sunday,Khoai tây,163.0,Nắng,Không
2023-01-08,Sunday,Khoai lang,104.0,Nắng,Không
2023-01-08,Sunday,Khoai mì,99.0,Mưa,Không
2023-01-08,Sunday,Thịt heo,159.0,Nắng,Không
2023-01-08,Sunday,Thịt bò,85.0,Nắng,Không
2023-01-08,Sunday,Thịt lợn,58.0,Nắng,Không
2023-01-08,Sunday,Thịt gà,32.0,Mưa,Không
2023-01-08,Sunday,Thịt cừu,49.0,Nắng,Không
2023-01-08,Sunday,Cá basa,15.0,Nắng,Không
2023-01-08,Sunday,Cá hồi,36.0,Mưa,Không
2023-01-08,Sunday,Cá thu,91.0,Mưa,Không
2023-01-08,Sunday,Cá ngừ,106.0,Nắng,Không
2023-01-08,Sunday,Cá lóc,189.0,Nắng,Không
2023-01-08,Sunday,Tôm sú,44.0,Mưa,Không
2023-01-08,Sunday,Tôm hùm,65.0,Mưa,Không
2023-01-08,Sunday,Mực ống,25.0,Mưa,Không
2023-01-08,Sunday,Mực nang,170.0,Nắng,Không
2023-01-08,Sunday,Cua đồng,51.0,Nắng,Không
2023-01-08,Sunday,Cua biển,46.0,Mưa,Không
2023-01-08,Sunday,Sườn cốt lết,33.0,Mưa,Không
2023-01-08,Sunday,Sườn non,89.0,Nắng,Không
2023-01-08,Sunday,Thăn heo,44.0,Nắng,Không
2023-01-08,Sunday,Thịt ba chỉ,52.0,Mưa,Không
2023-01-08,Sunday,Rau cải,29.0,Mưa,Không
2023-01-08,Sunday,Rau ngót,24.0,Nắng,Không
2023-01-08,Sunday,Rau đay,18.0,Nắng,Không
2023-01-08,Sunday,Rau dền,78.0,Mưa,Không
2023-01-08,Sunday,Rau má,77.0,Mưa,Không
2023-01-08,Sunday,Rau thơm,36.0,Nắng,Không
2023-01-08,Sunday,Rau húng,86.0,Nắng,Không
2023-01-08,Sunday,Rau quế,46.0,Nắng,Không
2023-01-08,Sunday,Rau mùi,51.0,Mưa,Không
2023-01-08,Sunday,Rau tía tô,5.0,Nắng,Không
2023-01-08,Sunday,Cà rốt,13.0,Mưa,Không
2023-01-08,Sunday,Củ cải trắng,46.0,Mưa,Không
2023-01-08,Sunday,Củ cải đỏ,81.0,Nắng,Không
2023-01-08,Sunday,Bí đỏ,74.0,Nắng,Không
2023-01-08,Sunday,Bí xanh,36.0,Nắng,Không
2023-01-08,Sunday,Bí đao,49.0,Mưa,Không
2023-01-08,Sunday,Bí ngô,123.0,Nắng,Không
2023-01-08,Sunday,Bí phấn,102.0,Nắng,Không
2023-01-08,Sunday,Bí đao,61.0,Mưa,Không
2023-01-08,Sunday,Bí ngô,142.0,Nắng,Không
2023-01-08,Sunday,Thịt vịt,48.0,Mưa,Không
2023-01-08,Sunday,Thịt ngan,16.0,Nắng,Không
2023-01-08,Sunday,Thịt ngỗng,80.0,Mưa,Không
2023-01-08,Sunday,Thịt chim,47.0,Mưa,Không
2023-01-08,Sunday,Thịt thỏ,17.0,Mưa,Không
2023-01-08,Sunday,Thịt nai,38.0,Mưa,Không
2023-01-08,Sunday,Thịt đà điểu,55.0,Mưa,Không
2023-01-08,Sunday,Thịt trâu,26.0,Nắng,Không
2023-01-08,Sunday,Thịt dê,57.0,Nắng,Không
2023-01-08,Sunday,Thịt heo rừng,76.0,Mưa,Không
2023-01-08,Sunday,Cá chép,69.0,Mưa,Không
2023-01-08,Sunday,Cá rô phi,26.0,Nắng,Không
2023-01-08,Sunday,Cá trê,14.0,Nắng,Không
2023-01-08,Sunday,Cá bống,108.0,Nắng,Không
2023-01-08,Sunday,Cá cơm,83.0,Mưa,Không
2023-01-08,Sunday,Cá kèo,9.0,Nắng,Không
2023-01-08,Sunday,Cá linh,70.0,Nắng,Không
2023-01-08,Sunday,Cá lăng,80.0,Mưa,Không
2023-01-08,Sunday,Cá mè,166.0,Nắng,Không
2023-01-08,Sunday,Cá trắm,117.0,Nắng,Không
2023-01-08,Sunday,Tôm càng xanh,2.0,Nắng,Không
2023-01-08,Sunday,Tôm đất,75.0,Mưa,Không
2023-01-08,Sunday,Tôm thẻ,124.0,Nắng,Không
2023-01-08,Sunday,Tôm bạc,83.0,Nắng,Không
2023-01-08,Sunday,Mực lá,27.0,Mưa,Không
2023-01-08,Sunday,Mực trứng,9.0,Nắng,Không
2023-01-08,Sunday,Mực cơm,79.0,Mưa,Không
2023-01-08,Sunday,Mực sữa,68.0,Mưa,Không
2023-01-08,Sunday,Cua gạch,86.0,Mưa,Không
2023-01-08,Sunday,Cua thịt,15.0,Mưa,Không
2023-01-08,Sunday,Sườn heo,24.0,Nắng,Không
2023-01-08,Sunday,Sườn bò,51.0,Mưa,Không
2023-01-08,Sunday,Thăn bò,18.0,Mưa,Không
2023-01-08,Sunday,Thịt bò bắp,14.0,Mưa,Không
2023-01-08,Sunday,Thịt bò gân,29.0,Mưa,Không
2023-01-08,Sunday,Thịt bò phi lê,76.0,Mưa,Không
2023-01-08,Sunday,Thịt bò xay,47.0,Mưa,Không
2023-01-08,Sunday,Thịt bò nạc,4.0,Mưa,Không
2023-01-08,Sunday,Thịt bò ba chỉ,1.0,Mưa,Không
2023-01-08,Sunday,Thịt bò thăn nội,135.0,Nắng,Không
2023-01-09,Monday,Rau muống,55.0,Nắng,Không
2023-01-09,Monday,Rau mồng tơi,31.0,Mưa,Không
2023-01-09,Monday,Rau nhút,46.0,Mưa,Không
2023-01-09,Monday,Rau răm,61.0,Mưa,Không
2023-01-09,Monday,Dưa leo,141.0,Nắng,Không
2023-01-09,Monday,Cà chua bi,21.0,Mưa,Không
2023-01-09,Monday,Cà chua,197.0,Nắng,Không
2023-01-09,Monday,Khoai tây,36.0,Mưa,Không
2023-01-09,Monday,Khoai lang,25.0,Nắng,Không
2023-01-09,Monday,Khoai mì,170.0,Nắng,Không
2023-01-09,Monday,Thịt heo,6.0,Nắng,Không
2023-01-09,Monday,Thịt bò,158.0,Nắng,Không
2023-01-09,Monday,Thịt lợn,25.0,Mưa,Không
2023-01-09,Monday,Thịt gà,192.0,Nắng,Không
2023-01-09,Monday,Thịt cừu,14.0,Mưa,Không
2023-01-09,Monday,Cá basa,11.0,Mưa,Không
2023-01-09,Monday,Cá hồi,56.0,Mưa,Không
2023-01-09,Monday,Cá thu,59.0,Nắng,Không
2023-01-09,Monday,Cá ngừ,93.0,Mưa,Không
2023-01-09,Monday,Cá lóc,70.0,Mưa,Không
2023-01-09,Monday,Tôm sú,40.0,Mưa,Không
2023-01-09,Monday,Tôm hùm,63.0,Nắng,Không
2023-01-09,Monday,Mực ống,72.0,Mưa,Không
2023-01-09,Monday,Mực nang,52.0,Nắng,Không
2023-01-09,Monday,Cua đồng,94.0,Nắng,Không
2023-01-09,Monday,Cua biển,138.0,Nắng,Không
2023-01-09,Monday,Sườn cốt lết,67.0,Mưa,Không
2023-01-09,Monday,Sườn non,23.0,Mưa,Không
2023-01-09,Monday,Thăn heo,158.0,Nắng,Không
2023-01-09,Monday,Thịt ba chỉ,152.0,Nắng,Không
2023-01-09,Monday,Rau cải,88.0,Mưa,Không
2023-01-09,Monday,Rau ngót,48.0,Nắng,Không
2023-01-09,Monday,Rau đay,98.0,Nắng,Không
2023-01-09,Monday,Rau dền,172.0,Nắng,Không
2023-01-09,Monday,Rau má,1.0,Mưa,Không
2023-01-09,Monday,Rau thơm,100.0,Nắng,Không
2023-01-09,Monday,Rau húng,26.0,Mưa,Không
2023-01-09,Monday,Rau quế,67.0,Mưa,Không
2023-01-09,Monday,Rau mùi,90.0,Nắng,Không
2023-01-09,Monday,Rau tía tô,34.0,Mưa,Không
2023-01-09,Monday,Cà rốt,40.0,Mưa,Không
2023-01-09,Monday,Củ cải trắng,8.0,Mưa,Không
2023-01-09,Monday,Củ cải đỏ,168.0,Nắng,Không
2023-01-09,Monday,Bí đỏ,78.0,Mưa,Không
2023-01-09,Monday,Bí xanh,6.0,Mưa,Không
2023-01-09,Monday,Bí đao,79.0,Nắng,Không
2023-01-09,Monday,Bí ngô,83.0,Mưa,Không
2023-01-09,Monday,Bí phấn,84.0,Mưa,Không
2023-01-09,Monday,Bí đao,20.0,Nắng,Không
2023-01-09,Monday,Bí ngô,30.0,Nắng,Không
2023-01-09,Monday,Thịt vịt,79.0,Mưa,Không
2023-01-09,Monday,Thịt ngan,40.0,Mưa,Không
2023-01-09,Monday,Thịt ngỗng,99.0,Mưa,Không
2023-01-09,Monday,Thịt chim,179.0,Nắng,Không
2023-01-09,Monday,Thịt thỏ,59.0,Nắng,Không
2023-01-09,Monday,Thịt nai,43.0,Mưa,Không
2023-01-09,Monday,Thịt đà điểu,186.0,Nắng,Không
2023-01-09,Monday,Thịt trâu,35.0,Nắng,Không
2023-01-09,Monday,Thịt dê,113.0,Nắng,Không
2023-01-09,Monday,Thịt heo rừng,83.0,Mưa,Không
2023-01-09,Monday,Cá chép,88.0,Mưa,Không
2023-01-09,Monday,Cá rô phi,140.0,Nắng,Không
2023-01-09,Monday,Cá trê,69.0,Mưa,Không
2023-01-09,Monday,Cá bống,95.0,Mưa,Không
2023-01-09,Monday,Cá cơm,85.0,Mưa,Không
2023-01-09,Monday,Cá kèo,45.0,Mưa,Không
2023-01-09,Monday,Cá linh,117.0,Nắng,Không
2023-01-09,Monday,Cá lăng,85.0,Mưa,Không
2023-01-09,Monday,Cá mè,117.0,Nắng,Không
2023-01-09,Monday,Cá trắm,66.0,Mưa,Không
2023-01-09,Monday,Tôm càng xanh,84.0,Mưa,Không
2023-01-09,Monday,Tôm đất,52.0,Nắng,Không
2023-01-09,Monday,Tôm thẻ,115.0,Nắng,Không
2023-01-09,Monday,Tôm bạc,57.0,Mưa,Không
2023-01-09,Monday,Mực lá,140.0,Nắng,Không
2023-01-09,Monday,Mực trứng,1.0,Mưa,Không
2023-01-09,Monday,Mực cơm,30.0,Mưa,Không
2023-01-09,Monday,Mực sữa,54.0,Mưa,Không
2023-01-09,Monday,Cua gạch,77.0,Nắng,Không
2023-01-09,Monday,Cua thịt,90.0,Mưa,Không
2023-01-09,Monday,Sườn heo,86.0,Mưa,Không
2023-01-09,Monday,Sườn bò,25.0,Nắng,Không
2023-01-09,Monday,Thăn bò,137.0,Nắng,Không
2023-01-09,Monday,Thịt bò bắp,83.0,Mưa,Không
2023-01-09,Monday,Thịt bò gân,95.0,Mưa,Không
2023-01-09,Monday,Thịt bò phi lê,42.0,Mưa,Không
2023-01-09,Monday,Thịt bò xay,54.0,Nắng,Không
2023-01-09,Monday,Thịt bò nạc,44.0,Nắng,Không
2023-01-09,Monday,Thịt bò ba chỉ,63.0,Mưa,Không
2023-01-09,Monday,Thịt bò thăn nội,153.0,Nắng,Không
2023-01-10,Tuesday,Rau muống,15.0,Mưa,Không
2023-01-10,Tuesday,Rau mồng tơi,189.0,Nắng,Không
2023-01-10,Tuesday,Rau nhút,1.0,Nắng,Không
2023-01-10,Tuesday,Rau răm,43.0,Nắng,Không
2023-01-10,Tuesday,Dưa leo,73.0,Nắng,Không
2023-01-10,Tuesday,Cà chua bi,149.0,Nắng,Không
2023-01-10,Tuesday,Cà chua,70.0,Mưa,Không
2023-01-10,Tuesday,Khoai tây,97.0,Nắng,Không
2023-01-10,Tuesday,Khoai lang,42.0,Mưa,Không
2023-01-10,Tuesday,Khoai mì,150.0,Nắng,Không
2023-01-10,Tuesday,Thịt heo,72.0,Mưa,Không
2023-01-10,Tuesday,Thịt bò,163.0,Mưa,Không
2023-01-10,Tuesday,Thịt lợn,62.0,Mưa,Không
2023-01-10,Tuesday,Thịt gà,176.0,Nắng,Không
2023-01-10,Tuesday,Thịt cừu,67.0,Nắng,Không
2023-01-10,Tuesday,Cá basa,5.0,Nắng,Không
2023-01-10,Tuesday,Cá hồi,165.0,Nắng,Không
2023-01-10,Tuesday,Cá thu,79.0,Mưa,Không
2023-01-10,Tuesday,Cá ngừ,150.0,Nắng,Không
2023-01-10,Tuesday,Cá lóc,123.0,Nắng,Không
2023-01-10,Tuesday,Tôm sú,37.0,Mưa,Không
2023-01-10,Tuesday,Tôm hùm,10.0,Mưa,Không
2023-01-10,Tuesday,Mực ống,168.0,Nắng,Không
2023-01-10,Tuesday,Mực nang,84.0,Mưa,Không
2023-01-10,Tuesday,Cua đồng,42.0,Mưa,Không
2023-01-10,Tuesday,Cua biển,84.0,Mưa,Không
2023-01-10,Tuesday,Sườn cốt lết,190.0,Nắng,Không
2023-01-10,Tuesday,Sườn non,14.0,Nắng,Không
2023-01-10,Tuesday,Thăn heo,34.0,Mưa,Không
2023-01-10,Tuesday,Thịt ba chỉ,4.0,Mưa,Không
2023-01-10,Tuesday,Rau cải,79.0,Mưa,Không
2023-01-10,Tuesday,Rau ngót,81.0,Mưa,Không
2023-01-10,Tuesday,Rau đay,31.0,Nắng,Không
2023-01-10,Tuesday,Rau dền,1.0,Mưa,Không
2023-01-10,Tuesday,Rau má,91.0,Mưa,Không
2023-01-10,Tuesday,Rau thơm,55.0,Nắng,Không
2023-01-10,Tuesday,Rau húng,121.0,Nắng,Không
2023-01-10,Tuesday,Rau quế,43.0,Mưa,Không
2023-01-10,Tuesday,Rau mùi,197.0,Nắng,Không
2023-01-10,Tuesday,Rau tía tô,23.0,Mưa,Không
2023-01-10,Tuesday,Cà rốt,52.0,Nắng,Không
2023-01-10,Tuesday,Củ cải trắng,74.0,Mưa,Không
2023-01-10,Tuesday,Củ cải đỏ,69.0,Mưa,Không
2023-01-10,Tuesday,Bí đỏ,174.0,Nắng,Không
2023-01-10,Tuesday,Bí xanh,197.0,Nắng,Không
2023-01-10,Tuesday,Bí đao,51.0,Mưa,Không
2023-01-10,Tuesday,Bí ngô,17.0,Nắng,Không
2023-01-10,Tuesday,Bí phấn,115.0,Nắng,Không
2023-01-10,Tuesday,Bí đao,151.0,Nắng,Không
2023-01-10,Tuesday,Bí ngô,81.0,Mưa,Không
2023-01-10,Tuesday,Thịt vịt,99.0,Nắng,Không
2023-01-10,Tuesday,Thịt ngan,12.0,Nắng,Không
2023-01-10,Tuesday,Thịt ngỗng,1.0,Mưa,Không
2023-01-10,Tuesday,Thịt chim,46.0,Mưa,Không
2023-01-10,Tuesday,Thịt thỏ,26.0,Nắng,Không
2023-01-10,Tuesday,Thịt nai,154.0,Nắng,Không
2023-01-10,Tuesday,Thịt đà điểu,91.0,Mưa,Không
2023-01-10,Tuesday,Thịt trâu,92.0,Mưa,Không
2023-01-10,Tuesday,Thịt dê,7.0,Nắng,Không
2023-01-10,Tuesday,Thịt heo rừng,7.0,Mưa,Không
2023-01-10,Tuesday,Cá chép,146.0,Nắng,Không
2023-01-10,Tuesday,Cá rô phi,75.0,Mưa,Không
2023-01-10,Tuesday,Cá trê,56.0,Mưa,Không
2023-01-10,Tuesday,Cá bống,28.0,Nắng,Không
2023-01-10,Tuesday,Cá cơm,197.0,Nắng,Không
2023-01-10,Tuesday,Cá kèo,66.0,Nắng,Không
2023-01-10,Tuesday,Cá linh,176.0,Nắng,Không
2023-01-10,Tuesday,Cá lăng,86.0,Nắng,Không
2023-01-10,Tuesday,Cá mè,182.0,Nắng,Không
2023-01-10,Tuesday,Cá trắm,75.0,Mưa,Không
2023-01-10,Tuesday,Tôm càng xanh,172.0,Nắng,Không
2023-01-10,Tuesday,Tôm đất,30.0,Mưa,Không
2023-01-10,Tuesday,Tôm thẻ,2.0,Mưa,Không
2023-01-10,Tuesday,Tôm bạc,167.0,Nắng,Không
2023-01-10,Tuesday,Mực lá,79.0,Mưa,Không
